employee_id,department_raw,department,office_zip,tenure_years,age,year_hired,regional_unemployment,regional_cpi_inflation,performance_rating,bonus_pay,base_salary,retention_risk
E101717,MARKETING,Marketing,86253,5.9,39,2021,4.41,2.67,2.5,4645.91,89823.15,0.253
E101718,SALES,Sales,47481,9.6,37,2017,4.94,2.88,,,99217.99,0.293
E101719, sales,Sales,46190,7.4,35,2019,5.31,3.2,4.5,5554.99,,0.319
E101720,ENGINEERING ,Engineering,42485,7.1,37,2019,4.32,3.61,3.0,6698.7,129466.49,0.162
E101721,Engineering,Engineering,56441,3.4,33,2023,5.25,3.92,3.5,1920.77,106332.62,0.236
E101722, sales,Sales,75176,3.1,40,2023,5.91,1.89,3.5,3292.46,55489.02,0.235
E101723, mArketing,Marketing,27151,5.7,36,2021,6.16,2.01,4.0,7547.06,105225.08,0.166
E101724, mArketing,Marketing,31276,3.3,40,2023,5.22,3.34,,,74914.01,0.18
E101725,engineering,Engineering,73953,7.6,40,2019,4.01,3.43,3.5,6914.34,122318.28,0.217
E101726,ENGINEERING ,Engineering,87912,1.6,32,2025,3.26,2.09,3.0,3936.32,94794.32,0.197
E101727,Sls,Sales,24945,0.7,32,2026,3.97,2.1,,,66822.4,0.326
E101728,Eng,Engineering,84961,5.3,30,2021,4.74,1.13,4.0,3031.29,99609.34,0.233
E101729,engineering,Engineering,36798,2.4,35,2024,5.07,2.03,2.5,2401.6,87579.42,0.232
E101730,sales,Sales,56912,1.4,37,2025,2.65,2.69,4.0,7374.72,68557.6,0.251
E101731,ENG.,Engineering,75236,13.5,49,2013,6.71,4.24,2.5,6961.74,146693.03,0.27
E101732,Sls,Sales,99523,3.6,28,2023,4.69,2.24,4.0,3622.86,74769.85,0.176
E101733,Eng,Engineering,36947,1.1,25,2025,8.21,3.39,3.0,2734.59,91246.28,0.21
E101734, sales,Sales,50735,2.2,31,2024,3.48,4.19,3.5,3211.63,86218.29,0.257
E101735, sales,Sales,78381,2.9,41,2024,5.9,1.9,3.5,2154.56,65070.3,0.31
E101736, sales,Sales,91732,5.2,37,2021,6.76,4.1,,,82624.15,0.205
E101737,Engineering,Engineering,36278,2.2,29,2024,2.96,5.26,3.5,8117.4,,0.184
E101738,MKTG.,Marketing,62042,3.2,27,2023,3.9,4.23,3.0,9113.94,86422.94,0.198
E101739,Sales ,Sales,66251,4.4,32,2022,2.88,4.02,3.5,1626.17,,0.314
E101740,ENG.,Engineering,90942,5.0,32,2021,6.8,3.75,4.5,9509.8,112597.8,0.155
E101741,ENGINEERING ,Engineering,62255,3.4,39,2023,4.78,3.83,2.5,4708.01,111739.1,0.217
E101742,ENGINEERING ,Engineering,12955,10.9,47,2016,4.7,2.57,2.0,1710.96,126766.22,0.268
E101743,Sls,Sales,46645,5.8,32,2021,7.54,2.47,3.0,773.75,,0.3
E101744,Sls,Sales,12171,5.6,40,2021,5.32,2.83,3.0,3708.22,,0.246
E101745,MARKETING,Marketing,56912,5.5,40,2021,2.65,2.69,3.0,8984.27,92114.25,0.186
E101746,SLS.,Sales,17173,7.6,33,2019,2.86,1.23,3.0,4694.16,100538.62,0.235
E101747,Mktg,Marketing,66934,4.2,35,2022,6.2,4.13,4.0,2724.82,78214.94,0.19
E101748,marketing,Marketing,11650,1.6,34,2025,3.41,2.83,2.5,2105.68,,0.293
E101749,engineering,Engineering,75129,4.8,37,2022,6.23,3.43,3.5,3312.38,123256.25,0.186
E101750, mArketing,Marketing,52576,5.3,28,2021,6.55,2.57,3.5,4477.85,88631.4,0.143
E101751,ENGINEERING ,Engineering,80338,8.4,40,2018,5.48,3.7,4.0,9476.02,129458.25,0.251
E101752,SALES,Sales,28128,1.4,36,2025,3.91,2.15,3.5,2428.21,83194.21,0.176
E101753,Sls,Sales,72084,1.7,41,2025,4.43,3.56,3.5,0.0,69525.04,0.295
E101754,ENGINEERING ,Engineering,97131,3.7,31,2023,4.71,3.67,3.5,5326.48,92685.57,0.189
E101755,Marketing ,Marketing,51375,5.6,34,2021,4.63,3.28,3.0,1245.38,62481.59,0.199
E101756,engineering,Engineering,91741,1.2,31,2025,6.0,3.43,3.5,2970.01,,0.149
E101757,sales,Sales,43996,1.5,34,2025,4.46,2.16,,,73598.03,0.254
E101758,SLS.,Sales,60926,6.5,38,2020,4.79,1.8,4.0,6428.53,90464.97,0.272
E101759,SALES,Sales,98588,1.2,35,2025,4.05,3.46,2.0,124.17,57196.93,0.307
E101760,Eng,Engineering,20718,1.8,27,2025,6.47,4.41,3.5,8257.34,118624.44,0.108
E101761,ENGINEERING ,Engineering,85653,6.8,40,2020,2.13,1.61,3.0,6997.55,115410.62,0.279
E101762,ENGINEERING ,Engineering,77823,5.5,33,2021,2.96,3.52,4.0,6689.94,122775.35,0.236
E101763,Eng,Engineering,60463,2.2,32,2024,5.12,3.44,4.0,4437.33,95658.33,0.181
E101764,Eng,Engineering,31739,5.1,45,2021,4.89,4.21,3.5,5482.4,103262.59,0.184
E101765,ENG.,Engineering,81400,4.5,29,2022,3.49,3.39,3.0,3691.63,,0.277
E101766,sales,Sales,27943,3.3,33,2023,5.59,1.13,3.5,0.0,,0.23
E101767,Eng,Engineering,34433,2.7,27,2024,3.56,3.36,3.5,9689.73,98089.33,0.141
E101768,ENGINEERING ,Engineering,96182,5.0,37,2021,4.58,4.02,4.5,10714.53,127552.67,0.214
E101769,Sls,Sales,55788,1.4,38,2025,3.51,4.37,4.0,2962.37,68684.7,0.279
E101770,MKTG.,Marketing,34642,4.9,37,2022,5.04,2.61,4.0,371.42,86039.69,0.14
E101771,SLS.,Sales,82652,4.2,35,2022,7.24,3.33,3.5,3602.0,81061.64,0.304
E101772,Mktg,Marketing,48265,4.4,42,2022,5.4,1.11,4.5,4795.65,89508.41,0.192
E101773,Sls,Sales,36590,1.7,34,2025,4.61,3.12,,,82156.52,0.224
E101774,marketing,Marketing,59600,8.6,44,2018,4.82,4.3,,,84383.69,0.2
E101775,Marketing ,Marketing,97702,2.2,37,2024,5.68,2.32,3.0,1324.77,62634.62,0.194
E101776,sales,Sales,20092,2.5,21,2024,3.59,3.74,3.0,1981.35,75241.38,0.256
E101777,engineering,Engineering,41140,3.2,34,2023,4.58,4.18,3.5,4917.28,107959.36,0.195
E101778,ENG.,Engineering,43996,5.5,31,2021,4.46,2.16,4.0,6108.59,111651.81,0.205
E101779,Mktg,Marketing,96612,4.3,31,2022,5.98,1.69,2.5,2564.13,81116.85,0.267
E101780,ENGINEERING ,Engineering,75697,0.9,39,2026,6.99,2.76,3.0,7582.21,94481.7,0.184
E101781,sales,Sales,52576,3.6,33,2023,6.55,2.57,,,,0.249
E101782,ENG.,Engineering,50735,3.8,44,2023,3.48,4.19,4.0,4499.51,112956.71,0.22
E101783,ENG.,Engineering,83687,8.7,33,2018,6.66,1.19,3.5,2110.92,128584.87,0.228
E101784, engineerING,Engineering,27034,2.9,28,2024,5.09,4.03,3.5,3713.24,99820.39,0.205
E101785,SLS.,Sales,96584,5.2,40,2021,7.82,4.97,2.5,0.0,,0.297
E101786,ENGINEERING ,Engineering,41965,17.4,47,2009,3.95,1.34,3.0,9027.48,165681.09,0.182
E101787,Sales ,Sales,41520,7.8,40,2019,5.14,3.33,3.5,4311.63,91037.87,0.327
E101788,sales,Sales,77538,1.6,32,2025,3.72,3.64,3.5,6009.57,73218.08,0.29
E101789,Eng,Engineering,69887,6.0,36,2020,4.19,1.8,3.5,9010.34,106921.87,0.186
E101790,Sales ,Sales,63746,4.9,34,2022,4.27,3.38,3.0,904.36,76675.1,0.306
E101791,Eng,Engineering,22060,2.8,35,2024,2.6,2.63,3.5,4566.15,108691.02,0.188
E101792,Eng,Engineering,27855,6.1,40,2020,3.69,3.53,4.5,12522.23,131328.73,0.193
E101793,Sls,Sales,68958,1.6,41,2025,3.51,2.53,3.5,4306.26,76664.37,0.335
E101794,sales,Sales,94936,2.2,32,2024,3.93,3.73,3.0,3794.25,62261.89,0.286
E101795, engineerING,Engineering,23600,3.2,32,2023,7.29,1.77,3.0,7168.51,114651.69,0.245
E101796,MARKETING,Marketing,94804,2.7,31,2024,5.96,0.5,3.0,5312.78,76787.3,0.177
E101797,ENG.,Engineering,15602,5.6,44,2021,7.08,3.22,3.5,6616.05,,0.161
E101798,Marketing ,Marketing,67928,3.5,38,2023,4.7,1.07,3.5,7502.95,80240.96,0.226
E101799,MKTG.,Marketing,44060,2.5,24,2024,3.5,4.26,3.5,4394.95,,0.107
E101800,MARKETING,Marketing,59526,7.7,29,2019,7.91,4.29,3.5,5120.15,76432.3,0.187
E101801,Mktg,Marketing,22060,5.5,32,2021,2.6,2.63,3.0,3361.68,95089.33,0.251
E101802, engineerING,Engineering,75802,1.1,33,2025,3.38,3.52,3.0,6115.91,89113.31,0.233
E101803,Sls,Sales,23651,1.0,32,2025,4.53,2.33,4.5,3673.61,77507.42,0.176
E101804,SALES,Sales,87855,2.5,36,2024,6.11,3.57,3.0,0.0,78308.99,0.206
E101805,Sls,Sales,29605,1.2,31,2025,3.37,3.77,,,87927.13,0.285
E101806,ENGINEERING ,Engineering,83056,6.9,45,2020,6.75,1.71,2.5,1215.53,125529.13,0.249
E101807,Eng,Engineering,29432,2.3,37,2024,5.18,2.57,3.0,912.0,92752.75,0.201
E101808,Eng,Engineering,61564,5.2,37,2021,5.33,1.55,4.0,11886.15,145397.15,0.18
E101809,Engineering,Engineering,99118,6.0,43,2020,3.71,2.96,3.0,7229.03,120333.35,0.209
E101810,ENG.,Engineering,98980,0.6,23,2026,5.87,3.07,4.0,4433.88,88168.87,0.197
E101811,engineering,Engineering,40647,2.4,33,2024,5.97,2.65,3.5,0.0,100617.07,0.175
E101812,SLS.,Sales,33682,3.1,35,2023,4.38,4.45,4.0,6416.66,84726.02,0.282
E101813,ENG.,Engineering,15319,4.4,38,2022,4.63,5.6,3.0,6178.59,113058.23,0.154
E101814,sales,Sales,27855,6.6,29,2020,3.69,3.53,3.0,4664.46,84310.67,0.285
E101815, mArketing,Marketing,30681,13.8,43,2013,3.34,3.61,3.5,7340.89,123275.11,0.176
E101816,Sls,Sales,50735,10.2,43,2016,3.48,4.19,3.5,5340.0,115869.41,0.309
E101817,MKTG.,Marketing,10447,3.5,37,2023,2.83,2.31,3.0,1788.07,70355.96,0.229
E101818,MARKETING,Marketing,63480,3.5,40,2023,4.34,3.0,3.5,2262.3,100554.12,0.168
E101819,Marketing ,Marketing,90942,9.5,44,2017,6.8,3.75,4.0,5060.47,113399.31,0.205
E101820,Sales ,Sales,71199,3.6,34,2023,3.09,1.56,2.5,3109.24,,0.402
E101821,Mktg,Marketing,24945,2.3,37,2024,3.97,2.1,3.0,3832.61,74694.72,0.139
E101822,Marketing ,Marketing,86938,7.0,37,2019,5.64,1.61,3.0,5432.83,86456.63,0.218
E101823, mArketing,Marketing,90677,4.6,36,2022,6.29,3.03,3.0,0.0,,0.223
E101824,SLS.,Sales,77112,1.0,36,2025,8.05,3.33,,,,0.252
E101825,ENG.,Engineering,63565,2.9,34,2024,3.89,3.16,3.0,2131.89,77028.83,0.212
E101826,Marketing ,Marketing,72875,1.2,34,2025,5.88,4.46,2.0,0.0,78514.28,0.22
E101827,Marketing ,Marketing,68066,0.3,36,2026,4.78,3.41,,,83046.0,0.23
E101828,SALES,Sales,10621,11.1,46,2015,3.86,3.07,3.0,583.74,96460.68,0.15
E101829, mArketing,Marketing,23717,4.0,41,2022,4.83,3.14,3.5,7536.66,91721.68,0.238
E101830,Mktg,Marketing,44987,3.0,46,2023,5.57,2.44,,,79150.53,0.136
E101831,Sales ,Sales,15202,2.5,37,2024,5.43,1.97,2.0,5371.72,69501.92,0.314
E101832,MKTG.,Marketing,78474,3.7,32,2023,3.12,2.7,3.0,4605.2,82361.11,0.177
E101833, engineerING,Engineering,48490,2.5,36,2024,3.65,3.28,3.5,1403.06,80822.89,0.24
E101834,ENGINEERING ,Engineering,50801,1.6,35,2025,3.27,2.3,2.5,8172.35,97849.69,0.251
E101835,Engineering,Engineering,54390,2.6,37,2024,6.51,4.6,4.0,6730.64,,0.158
E101836,Engineering,Engineering,87895,8.9,47,2018,4.06,4.9,4.0,7879.22,124398.63,0.225
E101837,Eng,Engineering,49754,6.9,29,2020,4.0,0.52,3.5,5301.78,109296.12,0.209
E101838,Sls,Sales,27151,2.6,41,2024,6.16,2.01,3.0,4411.48,81127.5,0.247
E101839,SALES,Sales,17811,11.8,52,2015,5.97,3.29,2.0,3736.85,121164.78,0.27
E101840,ENG.,Engineering,75802,3.5,37,2023,3.38,3.52,4.0,4529.2,111527.2,0.165
E101841,MKTG.,Marketing,67180,2.0,36,2024,8.38,3.21,4.5,4446.04,71141.7,0.231
E101842, engineerING,Engineering,10471,4.7,34,2022,3.61,2.55,4.5,10202.34,141615.57,0.197
E101843, sales,Sales,44084,9.9,41,2017,2.76,2.66,3.5,6093.1,,0.297
E101844, engineerING,Engineering,24336,8.7,43,2018,3.79,3.71,3.0,6925.36,135653.34,0.2
E101845,MKTG.,Marketing,35616,2.1,36,2024,5.93,2.34,,,87122.98,0.102
E101846,ENGINEERING ,Engineering,23839,1.4,36,2025,4.67,4.68,3.5,4403.97,115595.53,0.167
E101847,MARKETING,Marketing,85628,2.8,37,2024,4.22,3.24,,,87636.42,0.168
E101848,ENGINEERING ,Engineering,94019,5.3,41,2021,5.37,3.82,3.5,2756.36,114701.53,0.219
E101849,SLS.,Sales,67176,6.3,41,2020,6.41,3.07,3.5,5683.51,84040.16,0.201
E101850, engineerING,Engineering,87765,7.9,34,2019,6.99,2.97,4.0,5650.43,119839.54,0.222
E101851,sales,Sales,18000,4.1,39,2022,4.21,2.03,4.0,3880.09,,0.332
E101852,marketing,Marketing,56695,4.2,44,2022,6.78,1.85,3.0,3616.24,75547.0,0.111
E101853,Sls,Sales,67268,4.0,35,2022,6.46,4.27,3.0,3410.37,85013.25,0.261
E101854, sales,Sales,47115,7.2,46,2019,5.5,3.56,2.0,1637.02,,0.33
E101855,SALES,Sales,74077,6.3,33,2020,6.5,2.42,3.0,996.61,81475.39,0.295
E101856, engineerING,Engineering,72935,2.0,33,2024,6.32,4.43,3.0,4931.83,106491.86,0.093
E101857,ENG.,Engineering,28510,5.8,34,2021,2.0,1.66,4.0,4924.32,95106.51,0.224
E101858, engineerING,Engineering,64570,6.9,45,2020,4.01,3.93,3.5,5132.76,,0.171
E101859,Engineering,Engineering,25395,7.3,47,2019,2.28,1.91,3.5,8112.59,104353.43,0.199
E101860,Marketing ,Marketing,48131,4.6,35,2022,3.94,1.35,4.0,7158.76,98257.75,0.263
E101861, sales,Sales,89084,4.4,41,2022,2.0,2.43,,,77506.58,0.281
E101862, sales,Sales,72428,3.6,43,2023,5.39,3.0,3.0,3245.6,90447.18,0.278
E101863,Marketing ,Marketing,54244,3.9,35,2023,4.3,2.91,4.0,8712.77,,0.175
E101864,marketing,Marketing,96306,10.7,42,2016,5.12,1.95,4.0,5790.85,109321.7,0.19
E101865,SALES,Sales,98158,4.0,39,2022,3.32,2.22,3.0,3192.34,77315.91,0.312
E101866,sales,Sales,37333,2.1,29,2024,7.3,2.9,,,77044.47,0.296
E101867, engineerING,Engineering,60635,4.6,36,2022,5.34,2.67,4.0,7776.21,120637.15,0.149
E101868,marketing,Marketing,72186,6.2,48,2020,4.01,3.23,,,89301.23,0.186
E101869,Sls,Sales,32975,7.1,36,2019,2.51,1.58,2.5,1365.51,107468.69,0.348
E101870,ENGINEERING ,Engineering,30022,1.6,37,2025,5.86,2.65,4.0,4941.92,82786.08,0.114
E101871,engineering,Engineering,12290,9.3,43,2017,2.54,3.1,4.5,11331.34,138375.54,0.172
E101872,sales,Sales,57281,6.0,36,2020,5.28,3.27,4.0,8615.85,,0.296
E101873,Sls,Sales,86476,9.0,41,2017,2.74,3.96,4.5,3776.26,,0.272
E101874,sales,Sales,89179,1.2,41,2025,4.16,2.33,4.5,9165.22,67975.13,0.364
E101875,SLS.,Sales,91741,7.5,41,2019,6.0,3.43,4.5,5612.75,90482.54,0.299
E101876,ENG.,Engineering,61058,1.6,36,2025,3.81,3.18,3.5,7767.38,109106.29,0.198
E101877,ENG.,Engineering,70646,3.0,42,2023,6.2,2.91,3.5,3346.74,103811.59,0.24
E101878,Mktg,Marketing,87765,6.2,36,2020,6.99,2.97,,,,0.211
E101879, mArketing,Marketing,40572,1.4,27,2025,3.08,3.86,,,,0.217
E101880,Marketing ,Marketing,14588,2.5,42,2024,2.77,2.86,3.5,3120.92,,0.153
E101881,MARKETING,Marketing,48267,1.1,33,2025,2.0,0.67,,,87835.53,0.237
E101882,engineering,Engineering,23651,6.0,41,2020,4.53,2.33,2.5,3493.13,113838.36,0.286
E101883,Sls,Sales,32745,2.0,29,2024,4.79,2.81,3.0,2426.51,76302.53,0.236
E101884,ENG.,Engineering,69493,3.8,37,2023,4.48,3.12,4.0,9217.13,107034.46,0.107
E101885,engineering,Engineering,50796,5.0,31,2021,4.02,1.79,3.0,3704.82,92496.32,0.137
E101886,engineering,Engineering,30570,4.6,36,2022,3.41,3.01,3.5,6328.64,112583.53,0.28
E101887,ENGINEERING ,Engineering,32745,4.3,32,2022,4.79,2.81,3.5,13260.36,109655.8,0.183
E101888,Sls,Sales,58477,4.3,31,2022,6.22,1.57,4.0,5047.26,84455.89,0.318
E101889,ENGINEERING ,Engineering,33601,1.2,31,2025,8.79,2.92,4.5,5630.9,,0.181
E101890,ENGINEERING ,Engineering,49499,3.1,23,2023,3.24,0.5,3.0,5443.25,106021.39,0.19
E101891,Sales ,Sales,93228,4.3,30,2022,6.42,3.75,3.5,5426.07,71817.0,0.345
E101892,marketing,Marketing,42454,4.0,39,2022,5.02,4.09,3.5,4406.3,,0.165
E101893,engineering,Engineering,36590,3.4,36,2023,4.61,3.12,4.0,7846.89,124243.49,0.17
E101894,engineering,Engineering,33601,2.2,28,2024,8.79,2.92,3.5,8829.91,102486.66,0.198
E101895,ENG.,Engineering,51375,4.5,38,2022,4.63,3.28,,,84790.6,0.168
E101896, sales,Sales,83089,5.1,32,2021,7.27,2.24,2.0,1139.59,71616.94,0.341
E101897,ENGINEERING ,Engineering,59600,2.7,37,2024,4.82,4.3,3.5,3862.06,109415.91,0.198
E101898,engineering,Engineering,85824,7.1,38,2019,3.92,2.5,4.0,9280.02,136783.57,0.199
E101899,ENGINEERING ,Engineering,56638,9.5,39,2017,4.2,2.84,3.5,3997.69,112415.41,0.155
E101900,MKTG.,Marketing,87895,3.8,34,2023,4.06,4.9,,,75185.67,0.114
E101901,Eng,Engineering,31310,2.0,46,2024,2.86,2.64,3.5,5533.64,89469.96,0.177
E101902,SALES,Sales,73617,1.4,29,2025,4.65,1.62,3.0,9742.95,,0.23
E101903, engineerING,Engineering,63205,3.0,35,2023,5.04,1.64,4.5,11462.16,111127.41,0.192
E101904,Mktg,Marketing,40190,3.6,39,2023,3.36,4.44,3.5,1013.26,,0.177
E101905,ENGINEERING ,Engineering,84463,1.4,28,2025,5.94,3.53,3.0,2640.37,98433.58,0.121
E101906,ENGINEERING ,Engineering,23249,2.9,26,2024,4.06,2.74,2.5,0.0,116113.09,0.184
E101907,ENGINEERING ,Engineering,12620,6.9,35,2020,6.05,2.43,4.0,1625.6,,0.196
E101908, sales,Sales,74077,0.5,35,2026,6.5,2.42,,,,0.287
E101909,Sls,Sales,90717,4.0,33,2022,5.38,4.61,,,94917.61,0.24
E101910,engineering,Engineering,23063,2.4,32,2024,4.58,3.53,4.0,10678.1,109585.53,0.164
E101911,engineering,Engineering,78868,3.7,39,2023,5.21,1.06,3.5,8583.03,113764.75,0.205
E101912,SALES,Sales,45761,9.8,37,2017,3.29,5.17,4.0,4816.55,,0.297
E101913,MKTG.,Marketing,77571,3.6,34,2023,2.64,3.39,,,95283.77,0.257
E101914,engineering,Engineering,40028,3.2,27,2023,5.07,2.28,2.5,7086.85,112447.23,0.224
E101915,engineering,Engineering,71424,5.8,38,2021,5.25,4.26,3.0,8732.26,111143.48,0.147
E101916, sales,Sales,13136,4.6,37,2022,3.14,2.82,4.5,3666.37,85683.76,0.333
E101917,SALES,Sales,61841,4.0,39,2022,7.15,2.63,,,,0.248
E101918,Mktg,Marketing,52115,4.7,30,2022,5.71,1.51,2.5,1178.85,64386.06,0.198
E101919,Sales ,Sales,16778,8.1,38,2018,3.16,2.88,,,74890.19,0.326
E101920,Marketing ,Marketing,68272,6.6,31,2020,5.6,2.77,,,90815.25,0.238
E101921, engineerING,Engineering,42454,3.1,33,2023,5.02,4.09,3.0,4652.48,88048.7,0.187
E101922,Marketing ,Marketing,97179,9.4,48,2017,5.09,4.48,,,105537.71,0.14
E101923,Eng,Engineering,20531,2.6,32,2024,3.73,4.25,3.5,513.15,,0.241
E101924, engineerING,Engineering,37530,4.0,28,2022,4.7,2.91,3.5,4282.68,107937.43,0.195
E101925,Engineering,Engineering,29107,4.3,32,2022,4.88,3.51,4.0,3331.57,113317.45,0.189
E101926,Eng,Engineering,15202,3.0,26,2023,5.43,1.97,4.5,5526.74,108831.48,0.164
E101927,SALES,Sales,73179,8.8,33,2018,4.72,4.99,,,75785.95,0.305
E101928,engineering,Engineering,24422,2.9,37,2024,5.28,4.69,3.0,2285.12,102578.82,0.136
E101929, engineerING,Engineering,27026,3.4,27,2023,3.36,4.29,3.5,6816.04,110322.01,0.162
E101930,marketing,Marketing,97702,7.2,40,2019,5.68,2.32,,,93453.6,0.256
E101931,Mktg,Marketing,56307,2.6,34,2024,3.37,3.83,,,62288.92,0.176
E101932, sales,Sales,70096,1.3,30,2025,6.87,3.87,,,74705.79,0.298
E101933,sales,Sales,35414,4.1,36,2022,2.0,2.94,3.0,2402.41,73473.35,0.345
E101934,SLS.,Sales,67180,1.7,28,2025,8.38,3.21,3.0,1773.21,66248.41,0.268
E101935,ENGINEERING ,Engineering,41140,1.5,37,2025,4.58,4.18,3.0,2771.29,,0.145
E101936,MARKETING,Marketing,41616,0.5,28,2026,7.31,2.46,,,55449.48,0.205
E101937,Marketing ,Marketing,68066,0.6,30,2026,4.78,3.41,,,69777.53,0.236
E101938, engineerING,Engineering,87912,0.7,29,2026,3.26,2.09,3.5,5870.59,103014.77,0.224
E101939,ENGINEERING ,Engineering,53986,10.2,45,2016,3.28,3.33,4.5,7965.79,144823.09,0.18
E101940,Engineering,Engineering,99924,0.7,34,2026,2.0,3.51,,,98814.82,0.222
E101941,MKTG.,Marketing,58193,1.6,21,2025,5.11,2.72,2.0,0.0,71332.2,0.175
E101942,Eng,Engineering,77196,3.4,36,2023,4.99,4.58,3.5,3671.15,91356.49,0.141
E101943,ENG.,Engineering,93855,5.6,28,2021,6.16,2.46,3.5,6540.96,116924.95,0.17
E101944,Sales ,Sales,77538,6.0,35,2020,3.72,3.64,3.5,6037.67,97899.11,0.262
E101945,SLS.,Sales,82552,2.0,32,2024,3.5,1.97,3.0,6.3,74303.16,0.212
E101946,Eng,Engineering,40951,4.0,33,2022,6.57,2.73,4.5,10015.86,128482.36,0.19
E101947,Sales ,Sales,89303,3.4,37,2023,3.5,1.72,3.5,6397.44,70960.01,0.281
E101948,ENG.,Engineering,75492,3.8,38,2023,3.03,1.98,3.5,4341.46,111513.72,0.201
E101949, sales,Sales,29901,4.2,31,2022,3.52,3.82,,,72288.52,0.174
E101950,sales,Sales,42515,4.9,32,2022,3.23,5.02,2.5,0.0,80789.84,0.344
E101951, engineerING,Engineering,39907,2.4,33,2024,4.04,3.18,3.5,3521.41,115279.96,0.253
E101952,SALES,Sales,94429,7.9,31,2019,4.98,1.83,3.5,4735.05,,0.278
E101953,Sls,Sales,47850,2.9,32,2024,4.82,2.2,2.5,4823.09,81147.42,0.311
E101954,Sls,Sales,55065,13.5,51,2013,6.14,5.29,3.5,5127.0,132503.82,0.245
E101955,SLS.,Sales,56695,2.5,26,2024,6.78,1.85,,,63060.59,0.283
E101956,MKTG.,Marketing,57542,4.0,33,2022,3.54,3.61,3.0,4408.07,90583.76,0.188
E101957, engineerING,Engineering,90720,3.4,31,2023,6.49,5.48,3.0,1491.35,116868.6,0.208
E101958, sales,Sales,70300,3.9,45,2023,2.0,3.23,,,78418.27,0.246
E101959,MKTG.,Marketing,21952,7.4,36,2019,3.73,3.8,,,,0.185
E101960,Mktg,Marketing,84169,3.2,32,2023,2.53,2.87,3.0,3472.17,66277.66,0.192
E101961,ENG.,Engineering,40481,1.5,27,2025,5.21,2.78,3.0,1910.46,105838.95,0.195
E101962, mArketing,Marketing,27714,2.4,33,2024,5.96,2.85,3.0,0.0,,0.102
E101963,engineering,Engineering,38317,3.2,36,2023,4.46,2.12,4.0,8007.79,93373.57,0.164
E101964,SLS.,Sales,41520,4.3,31,2022,5.14,3.33,,,71373.44,0.282
E101965,ENG.,Engineering,16494,2.0,38,2024,5.87,3.87,3.5,9433.12,102378.86,0.208
E101966,SALES,Sales,70740,2.2,35,2024,2.75,4.0,3.5,1069.77,72292.16,0.289
E101967,SALES,Sales,40028,4.4,40,2022,5.07,2.28,4.0,1108.67,83462.85,0.174
E101968,MARKETING,Marketing,59549,4.5,34,2022,5.1,1.41,3.5,3371.29,91409.0,0.206
E101969,MKTG.,Marketing,87053,6.7,39,2020,5.34,2.68,3.5,11800.7,91488.59,0.243
E101970,Engineering,Engineering,75307,2.4,32,2024,3.3,4.27,4.0,8348.02,104387.22,0.176
E101971, sales,Sales,92746,5.3,44,2021,6.35,3.69,3.0,4830.08,,0.243
E101972,Sls,Sales,94301,3.4,35,2023,7.08,3.22,3.5,5607.31,82799.33,0.292
E101973,engineering,Engineering,20742,2.6,34,2024,5.3,4.25,3.0,3127.28,108484.83,0.213
E101974,Engineering,Engineering,82130,3.5,32,2023,5.52,2.37,2.5,9838.3,100497.49,0.274
E101975,engineering,Engineering,10984,3.8,32,2023,4.36,3.07,3.5,7246.11,122017.83,0.221
E101976,Mktg,Marketing,72962,1.3,33,2025,4.08,2.62,3.5,4925.79,80299.97,0.119
E101977,sales,Sales,42454,1.4,36,2025,5.02,4.09,3.0,4903.87,61042.82,0.241
E101978,SLS.,Sales,74650,5.8,33,2021,3.95,4.47,4.0,2543.64,,0.285
E101979,ENGINEERING ,Engineering,63080,2.8,34,2024,5.99,2.83,3.0,2135.95,108357.83,0.177
E101980,Sales ,Sales,17173,4.3,36,2022,2.86,1.23,2.5,1358.29,65735.8,0.355
E101981,engineering,Engineering,96218,5.6,38,2021,3.59,2.72,3.0,7025.66,113683.58,0.175
E101982,SALES,Sales,29836,3.5,26,2023,5.51,3.24,2.5,0.0,88953.41,0.293
E101983,ENG.,Engineering,90717,5.3,32,2021,5.38,4.61,3.5,5820.48,119777.34,0.17
E101984,MKTG.,Marketing,48940,3.8,28,2023,3.51,2.27,3.0,3019.06,,0.135
E101985,Sls,Sales,95714,4.0,35,2022,6.28,1.36,,,82999.27,0.231
E101986, engineerING,Engineering,53516,7.7,34,2019,8.27,2.74,4.0,6596.32,131144.22,0.177
E101987,SLS.,Sales,77595,3.2,32,2023,2.01,3.92,2.5,3723.07,78914.51,0.338
E101988,SLS.,Sales,34106,5.8,31,2021,5.3,3.35,3.0,342.59,,0.283
E101989,Eng,Engineering,70300,1.1,30,2025,2.0,3.23,3.5,7813.91,85711.42,0.199
E101990,Engineering,Engineering,10512,4.2,30,2022,6.24,4.34,4.0,7584.07,106899.27,0.247
E101991,Sls,Sales,13750,9.0,44,2017,7.38,2.19,2.5,3376.81,,0.359
E101992,Engineering,Engineering,21423,14.1,47,2012,2.83,4.09,4.0,10121.38,168348.46,0.19
E101993,engineering,Engineering,86478,1.2,33,2025,5.78,4.3,2.0,0.0,86368.66,0.238
E101994,marketing,Marketing,12435,2.8,32,2024,5.15,2.08,3.0,1275.07,,0.229
E101995,SLS.,Sales,40055,1.7,23,2025,4.94,0.82,4.0,4388.15,58058.56,0.234
